,genre,gross,imdb_score
3,History,0.04,7.5
4,Western,0.04,7.5
0,Action,0.0,6.0
1,Adventure,0.0,6.0
2,Drama,0.0,6.0
3,History,0.0,6.0
4,War,0.0,6.0
0,Action,0.01,6.8
1,Biography,0.01,6.8
2,Crime,0.01,6.8
3,Drama,0.01,6.8
0,Comedy,1.83,6.5
1,Music,1.83,6.5
0,Biography,1.2,7.9
1,Drama,1.2,7.9
2,Music,1.2,7.9
3,Romance,1.2,7.9
0,Comedy,0.37,6.4
1,Drama,0.37,6.4
2,Romance,0.37,6.4
0,Adventure,0.22,5.8
1,Comedy,0.22,5.8
2,Family,0.22,5.8
3,Fantasy,0.22,5.8
0,Drama,0.19,7.7
0,Comedy,0.17,5.3
1,Romance,0.17,5.3
0,Comedy,0.63,5.3
0,Biography,0.06,7.5
1,Drama,0.06,7.5
2,History,0.06,7.5
0,Comedy,0.05,6.9
1,Drama,0.05,6.9
0,Comedy,0.17,4.9
1,Fantasy,0.17,4.9
2,Horror,0.17,4.9
3,Thriller,0.17,4.9
0,Drama,0.06,7.1
1,Mystery,0.06,7.1
2,Sci-Fi,0.06,7.1
3,Thriller,0.06,7.1
0,Adventure,2.17,8.0
1,Animation,2.17,8.0
2,Comedy,2.17,8.0
3,Family,2.17,8.0
4,Fantasy,2.17,8.0
5,Musical,2.17,8.0
6,Romance,2.17,8.0
0,Biography,1.61,7.9
1,Crime,1.61,7.9
2,Drama,1.61,7.9
3,History,1.61,7.9
4,Music,1.61,7.9
0,Action,1.8,7.6
1,Adventure,1.8,7.6
0,Adventure,1.0,5.9
1,Animation,1.0,5.9
2,Comedy,1.0,5.9
3,Drama,1.0,5.9
4,Family,1.0,5.9
5,Musical,1.0,5.9
0,Crime,0.74,6.3
1,Drama,0.74,6.3
2,Thriller,0.74,6.3
0,Action,0.56,6.4
1,Crime,0.56,6.4
2,Thriller,0.56,6.4
0,Action,0.81,8.2
1,Thriller,0.81,8.2
0,Comedy,0.67,6.9
0,Biography,0.7,7.8
1,Comedy,0.7,7.8
2,Drama,0.7,7.8
3,History,0.7,7.8
0,Comedy,0.07,6.7
1,Drama,0.07,6.7
2,Music,0.07,6.7
0,Biography,0.64,7.5
1,Drama,0.64,7.5
2,History,0.64,7.5
3,Sport,0.64,7.5
0,Action,0.59,7.4
1,Horror,0.59,7.4
2,Thriller,0.59,7.4
0,Comedy,0.6,5.2
1,Romance,0.6,5.2
0,Comedy,0.52,7.6
1,Drama,0.52,7.6
0,Mystery,0.51,7.3
1,Thriller,0.51,7.3
0,Comedy,0.64,6.6
1,Romance,0.64,6.6
0,Action,0.62,6.8
1,Adventure,0.62,6.8
2,Thriller,0.62,6.8
0,Comedy,0.5,6.9
1,Romance,0.5,6.9
0,Action,0.44,5.8
1,Crime,0.44,5.8
2,Sci-Fi,0.44,5.8
3,Thriller,0.44,5.8
0,Comedy,0.45,6.6
0,Drama,0.71,6.7
1,Romance,0.71,6.7
2,Thriller,0.71,6.7
0,Comedy,0.4,6.7
1,Family,0.4,6.7
2,Fantasy,0.4,6.7
0,Comedy,0.43,6.3
1,Drama,0.43,6.3
2,Romance,0.43,6.3
0,Action,0.48,7.7
1,Comedy,0.48,7.7
0,Action,0.37,6.1
1,Comedy,0.37,6.1
2,Crime,0.37,6.1
0,Action,0.33,4.9
1,Fantasy,0.33,4.9
2,Horror,0.33,4.9
3,Thriller,0.33,4.9
0,Comedy,0.67,6.2
1,Family,0.67,6.2
0,Drama,0.38,7.8
1,Romance,0.38,7.8
0,Sci-Fi,0.27,8.2
1,Thriller,0.27,8.2
0,Adventure,0.32,6.9
1,Biography,0.32,6.9
0,Action,0.31,6.2
1,Drama,0.31,6.2
2,Thriller,0.31,6.2
0,Crime,0.29,6.9
1,Drama,0.29,6.9
2,Thriller,0.29,6.9
0,Drama,0.17,4.8
1,Horror,0.17,4.8
2,Thriller,0.17,4.8
0,Documentary,0.11,8.0
0,Comedy,0.17,5.3
1,Fantasy,0.17,5.3
2,Romance,0.17,5.3
0,Comedy,0.09,6.7
1,Drama,0.09,6.7
2,Sport,0.09,6.7
0,Action,0.24,5.4
1,Comedy,0.24,5.4
2,Family,0.24,5.4
0,Comedy,0.08,5.4
1,Family,0.08,5.4
2,Fantasy,0.08,5.4
0,Action,0.08,4.9
1,Horror,0.08,4.9
2,Sci-Fi,0.08,4.9
0,Comedy,0.07,6.1
1,Drama,0.07,6.1
0,Action,0.11,5.8
1,Horror,0.11,5.8
2,Romance,0.11,5.8
0,Biography,0.06,7.0
1,Drama,0.06,7.0
2,History,0.06,7.0
3,War,0.06,7.0
0,Comedy,0.03,6.5
1,Drama,0.03,6.5
2,Romance,0.03,6.5
0,Action,0.29,6.6
1,Comedy,0.29,6.6
2,Crime,0.29,6.6
0,Action,0.2,5.7
1,Crime,0.2,5.7
2,Drama,0.2,5.7
3,Thriller,0.2,5.7
0,Action,0.68,6.6
1,Adventure,0.68,6.6
2,Thriller,0.68,6.6
0,Comedy,1.49,7.0
1,Romance,1.49,7.0
0,Drama,0.49,7.4
0,Comedy,0.42,5.3
1,Drama,0.42,5.3
2,Romance,0.42,5.3
0,Adventure,0.26,7.4
1,Drama,0.26,7.4
2,History,0.26,7.4
0,Crime,0.18,7.4
1,Drama,0.18,7.4
2,Romance,0.18,7.4
3,Thriller,0.18,7.4
0,Drama,0.1,6.8
1,Thriller,0.1,6.8
0,Action,0.75,7.2
1,Adventure,0.75,7.2
2,Sci-Fi,0.75,7.2
3,Thriller,0.75,7.2
0,Drama,0.7,6.0
0,Adventure,3.63,7.8
1,Drama,3.63,7.8
2,Family,3.63,7.8
3,Fantasy,3.63,7.8
0,Crime,0.6,6.6
1,Drama,0.6,6.6
2,Mystery,0.6,6.6
3,Thriller,0.6,6.6
0,Action,0.54,7.9
1,Comedy,0.54,7.9
2,Crime,0.54,7.9
3,Music,0.54,7.9
0,Comedy,0.31,5.7
1,Music,0.31,5.7
0,Comedy,0.41,7.1
1,Drama,0.41,7.1
2,Romance,0.41,7.1
0,Action,0.32,5.6
1,Comedy,0.32,5.6
2,Horror,0.32,5.6
0,Crime,0.22,7.8
1,Drama,0.22,7.8
2,Mystery,0.22,7.8
3,Thriller,0.22,7.8
0,Adventure,0.22,7.9
1,Drama,0.22,7.9
2,History,0.22,7.9
0,Drama,0.04,6.9
1,History,0.04,6.9
2,Thriller,0.04,6.9
0,Action,0.14,7.7
1,Drama,0.14,7.7
2,Fantasy,0.14,7.7
3,Mystery,0.14,7.7
4,Sci-Fi,0.14,7.7
5,Thriller,0.14,7.7
0,Biography,0.14,6.9
1,Drama,0.14,6.9
2,History,0.14,6.9
3,Romance,0.14,6.9
0,Action,0.1,6.0
1,Crime,0.1,6.0
2,Drama,0.1,6.0
3,History,0.1,6.0
4,Western,0.1,6.0
0,Horror,0.13,6.2
1,Mystery,0.13,6.2
2,Thriller,0.13,6.2
0,Crime,0.09,5.9
1,Drama,0.09,5.9
2,Mystery,0.09,5.9
3,Thriller,0.09,5.9
0,Comedy,0.07,6.8
1,Drama,0.07,6.8
2,Family,0.07,6.8
0,Action,0.39,3.6
1,Adventure,0.39,3.6
2,Comedy,0.39,3.6
3,Family,0.39,3.6
4,Sci-Fi,0.39,3.6
0,Crime,0.41,6.7
1,Drama,0.41,6.7
2,Thriller,0.41,6.7
0,Action,0.05,6.3
1,Comedy,0.05,6.3
2,Crime,0.05,6.3
3,Thriller,0.05,6.3
0,Comedy,0.04,6.4
1,Crime,0.04,6.4
2,Drama,0.04,6.4
0,Crime,0.04,6.4
1,Horror,0.04,6.4
2,Mystery,0.04,6.4
3,Thriller,0.04,6.4
0,Comedy,0.01,5.7
1,Drama,0.01,5.7
0,Drama,0.01,6.2
1,Thriller,0.01,6.2
0,Action,0.21,5.2
1,Comedy,0.21,5.2
2,Crime,0.21,5.2
0,Comedy,1.1,6.1
1,Family,1.1,6.1
2,Fantasy,1.1,6.1
3,Music,1.1,6.1
4,Romance,1.1,6.1
0,Comedy,1.09,7.1
1,Romance,1.09,7.1
0,Comedy,1.0,7.2
1,Drama,1.0,7.2
2,Romance,1.0,7.2
0,Crime,0.26,6.5
1,Drama,0.26,6.5
2,Mystery,0.26,6.5
3,Thriller,0.26,6.5
0,Action,0.91,6.0
1,Comedy,0.91,6.0
2,Crime,0.91,6.0
0,Action,0.87,7.0
1,Comedy,0.87,7.0
2,Crime,0.87,7.0
0,Comedy,0.66,7.0
1,Drama,0.66,7.0
2,Romance,0.66,7.0
0,Drama,0.58,7.5
1,Romance,0.58,7.5
2,Western,0.58,7.5
0,Drama,0.61,6.6
1,Horror,0.61,6.6
2,Sci-Fi,0.61,6.6
3,Thriller,0.61,6.6
0,Drama,0.51,7.4
1,History,0.51,7.4
2,War,0.51,7.4
0,Mystery,0.58,6.5
1,Thriller,0.58,6.5
0,Horror,0.46,6.2
1,Thriller,0.46,6.2
0,Adventure,0.46,7.8
1,Comedy,0.46,7.8
2,Crime,0.46,7.8
3,Music,0.46,7.8
0,Action,0.4,5.2
1,Fantasy,0.4,5.2
2,Horror,0.4,5.2
0,Comedy,0.5,6.5
1,Crime,0.5,6.5
2,Drama,0.5,6.5
0,Comedy,0.45,6.5
1,Drama,0.45,6.5
2,Romance,0.45,6.5
0,Action,0.37,5.2
1,Adventure,0.37,5.2
2,Comedy,0.37,5.2
3,Sci-Fi,0.37,5.2
4,Thriller,0.37,5.2
0,Action,0.33,7.2
1,Crime,0.33,7.2
2,Drama,0.33,7.2
3,Western,0.33,7.2
0,Drama,0.29,7.1
1,Thriller,0.29,7.1
0,Action,0.23,4.5
1,Adventure,0.23,4.5
2,Comedy,0.23,4.5
3,Family,0.23,4.5
4,Romance,0.23,4.5
5,Sci-Fi,0.23,4.5
0,Comedy,0.55,5.7
1,Romance,0.55,5.7
0,Drama,0.16,6.0
1,Mystery,0.16,6.0
2,Romance,0.16,6.0
3,Thriller,0.16,6.0
0,Crime,0.16,6.4
1,Mystery,0.16,6.4
2,Thriller,0.16,6.4
0,Comedy,0.14,5.2
1,Romance,0.14,5.2
0,Action,0.14,4.3
1,Fantasy,0.14,4.3
2,Romance,0.14,4.3
3,Sci-Fi,0.14,4.3
0,Crime,0.01,6.1
1,Drama,0.01,6.1
2,Thriller,0.01,6.1
0,Comedy,0.07,6.8
1,Crime,0.07,6.8
2,Mystery,0.07,6.8
3,Romance,0.07,6.8
0,Adventure,0.2,5.2
1,Family,0.2,5.2
0,Action,0.12,6.5
1,Mystery,0.12,6.5
2,Sci-Fi,0.12,6.5
3,Thriller,0.12,6.5
0,Drama,0.34,7.5
1,Mystery,0.34,7.5
2,Romance,0.34,7.5
3,Thriller,0.34,7.5
0,Drama,0.0,7.1
0,Comedy,2.19,6.9
1,Drama,2.19,6.9
2,Family,2.19,6.9
3,Romance,2.19,6.9
0,Drama,1.73,8.0
0,Drama,1.48,8.2
0,Biography,0.26,6.4
1,Drama,0.26,6.4
2,History,0.26,6.4
0,Action,1.45,7.9
1,Thriller,1.45,7.9
0,Drama,0.27,6.7
1,Romance,0.27,6.7
0,Action,1.22,6.1
1,Drama,1.22,6.1
2,Music,1.22,6.1
3,Romance,1.22,6.1
0,Biography,0.96,8.9
1,Drama,0.96,8.9
2,History,0.96,8.9
0,Drama,1.7,8.1
0,Biography,0.03,6.2
1,Drama,0.03,6.2
2,Thriller,0.03,6.2
0,Adventure,0.84,4.9
1,Comedy,0.84,4.9
2,Family,0.84,4.9
3,Fantasy,0.84,4.9
4,Horror,0.84,4.9
5,Mystery,0.84,4.9
0,Action,0.82,5.8
1,Horror,0.82,5.8
2,Thriller,0.82,5.8
0,Action,0.81,6.0
1,Adventure,0.81,6.0
2,Animation,0.81,6.0
3,Comedy,0.81,6.0
4,Family,0.81,6.0
5,Sci-Fi,0.81,6.0
0,Action,0.8,7.0
1,Adventure,0.8,7.0
2,Horror,0.8,7.0
3,Sci-Fi,0.8,7.0
0,Action,0.79,6.0
1,Adventure,0.79,6.0
2,Comedy,0.79,6.0
3,Family,0.79,6.0
4,Sci-Fi,0.79,6.0
0,Crime,0.76,7.9
1,Drama,0.76,7.9
2,Thriller,0.76,7.9
0,Crime,0.74,8.1
1,Drama,0.74,8.1
2,Thriller,0.74,8.1
0,Action,1.34,6.2
1,Comedy,1.34,6.2
2,Crime,1.34,6.2
3,Romance,1.34,6.2
0,Comedy,0.72,6.7
1,Drama,0.72,6.7
2,Romance,0.72,6.7
0,Drama,0.71,7.3
1,Romance,0.71,7.3
0,Comedy,0.9,4.6
0,Comedy,0.77,6.1
1,Family,0.77,6.1
0,Comedy,0.71,6.2
1,Romance,0.71,6.2
0,Action,0.57,7.8
1,Biography,0.57,7.8
2,Drama,0.57,7.8
3,History,0.57,7.8
4,Romance,0.57,7.8
5,Western,0.57,7.8
0,Action,0.56,6.1
1,Crime,0.56,6.1
2,Thriller,0.56,6.1
0,Horror,0.54,5.8
0,Drama,0.6,6.5
1,Romance,0.6,6.5
0,Adventure,0.82,7.2
1,Drama,0.82,7.2
2,Family,0.82,7.2
3,Fantasy,0.82,7.2
0,Biography,0.52,7.8
1,Drama,0.52,7.8
2,Family,0.52,7.8
0,Comedy,0.53,4.7
1,Drama,0.53,4.7
0,Action,0.52,6.8
1,Adventure,0.52,6.8
2,Drama,0.52,6.8
3,Thriller,0.52,6.8
0,Drama,0.51,5.9
1,Horror,0.51,5.9
2,Mystery,0.51,5.9
3,Thriller,0.51,5.9
0,Comedy,0.84,7.2
0,Biography,0.47,8.7
1,Crime,0.47,8.7
2,Drama,0.47,8.7
0,Action,0.47,5.0
1,Adventure,0.47,5.0
2,Comedy,0.47,5.0
3,Crime,0.47,5.0
4,Family,0.47,5.0
5,Romance,0.47,5.0
6,Thriller,0.47,5.0
0,Comedy,0.47,6.6
1,Family,0.47,6.6
2,Fantasy,0.47,6.6
0,Crime,0.45,8.3
1,Drama,0.45,8.3
0,Action,0.44,6.7
1,Adventure,0.44,6.7
2,Comedy,0.44,6.7
3,Crime,0.44,6.7
0,Biography,0.44,7.8
1,Drama,0.44,7.8
2,History,0.44,7.8
0,Action,0.66,6.5
1,Crime,0.66,6.5
2,Drama,0.66,6.5
3,Thriller,0.66,6.5
0,Action,0.41,6.1
1,Comedy,0.41,6.1
2,Crime,0.41,6.1
3,Thriller,0.41,6.1
0,Drama,0.4,8.1
0,Adventure,0.4,5.2
1,Animation,0.4,5.2
2,Comedy,0.4,5.2
3,Family,0.4,5.2
4,Fantasy,0.4,5.2
0,Adventure,0.39,5.6
1,Animation,0.39,5.6
2,Comedy,0.39,5.6
3,Family,0.39,5.6
4,Fantasy,0.39,5.6
5,Musical,0.39,5.6
0,Action,0.38,5.8
1,Comedy,0.38,5.8
0,Comedy,0.39,6.6
1,Drama,0.39,6.6
2,Family,0.39,6.6
3,Romance,0.39,6.6
0,Action,0.37,6.6
1,Crime,0.37,6.6
2,Drama,0.37,6.6
3,Thriller,0.37,6.6
0,Comedy,0.48,5.5
1,Romance,0.48,5.5
0,Biography,0.36,7.0
1,Drama,0.36,7.0
2,Sport,0.36,7.0
0,Drama,0.45,6.5
1,Romance,0.45,6.5
2,Sci-Fi,0.45,6.5
0,Comedy,0.36,5.8
1,Drama,0.36,5.8
2,Family,0.36,5.8
3,Romance,0.36,5.8
0,Horror,0.35,5.6
0,Comedy,0.35,5.6
1,Romance,0.35,5.6
0,Action,0.35,5.8
1,Crime,0.35,5.8
2,Drama,0.35,5.8
3,Thriller,0.35,5.8
0,Drama,0.42,7.6
1,Romance,0.42,7.6
0,Comedy,0.34,6.4
1,Romance,0.34,6.4
0,Comedy,0.33,6.3
1,Family,0.33,6.3
0,Action,0.32,4.6
1,Adventure,0.32,4.6
2,Horror,0.32,4.6
3,Thriller,0.32,4.6
0,Crime,0.0,6.5
1,Drama,0.0,6.5
2,Thriller,0.0,6.5
0,Drama,0.32,7.5
1,Music,0.32,7.5
0,Biography,0.3,7.5
1,Drama,0.3,7.5
2,History,0.3,7.5
0,Comedy,0.32,5.3
1,Fantasy,0.32,5.3
2,Horror,0.32,5.3
3,Romance,0.32,5.3
0,Action,0.14,7.5
1,Drama,0.14,7.5
2,History,0.14,7.5
3,War,0.14,7.5
0,Comedy,0.29,3.3
1,Family,0.29,3.3
2,Music,0.29,3.3
0,Action,0.26,3.5
1,Comedy,0.26,3.5
2,Music,0.26,3.5
0,Crime,0.28,9.3
1,Drama,0.28,9.3
0,Adventure,0.26,4.8
1,Comedy,0.26,4.8
2,Crime,0.26,4.8
0,Comedy,0.25,6.9
1,Sport,0.25,6.9
0,Crime,0.34,6.0
1,Drama,0.34,6.0
2,Thriller,0.34,6.0
0,Drama,0.38,7.3
0,Comedy,0.22,6.6
1,Drama,0.22,6.6
2,Romance,0.22,6.6
0,Biography,0.16,7.5
1,Comedy,0.16,7.5
2,Drama,0.16,7.5
3,Sport,0.16,7.5
0,Drama,0.22,6.9
1,Sport,0.22,6.9
0,Comedy,0.22,6.8
1,Drama,0.22,6.8
2,Romance,0.22,6.8
0,Drama,0.8,6.3
1,Romance,0.8,6.3
2,War,0.8,6.3
0,Action,0.24,6.4
1,Crime,0.24,6.4
2,Drama,0.24,6.4
3,Mystery,0.24,6.4
4,Thriller,0.24,6.4
0,Fantasy,0.24,5.6
1,Horror,0.24,5.6
2,Thriller,0.24,5.6
0,Action,0.22,6.3
1,Crime,0.22,6.3
2,Thriller,0.22,6.3
0,Comedy,0.18,7.3
1,Drama,0.18,7.3
2,Romance,0.18,7.3
3,Thriller,0.18,7.3
0,Comedy,0.18,6.6
0,Action,0.15,4.6
1,Crime,0.15,4.6
2,Thriller,0.15,4.6
0,Adventure,0.17,5.1
1,Comedy,0.17,5.1
2,Family,0.17,5.1
3,Romance,0.17,5.1
0,Drama,0.16,5.6
0,Adventure,0.15,5.3
1,Family,0.15,5.3
2,Fantasy,0.15,5.3
3,Musical,0.15,5.3
0,Drama,0.15,5.6
1,Fantasy,0.15,5.6
2,Mystery,0.15,5.6
3,Thriller,0.15,5.6
0,Horror,0.17,5.9
0,Comedy,0.15,4.7
1,Drama,0.15,4.7
2,Romance,0.15,4.7
0,Horror,0.15,4.8
1,Mystery,0.15,4.8
2,Thriller,0.15,4.8
0,Comedy,0.15,6.8
1,Drama,0.15,6.8
2,Romance,0.15,6.8
0,Action,0.14,5.4
1,Crime,0.14,5.4
2,Mystery,0.14,5.4
3,Romance,0.14,5.4
4,Thriller,0.14,5.4
0,Comedy,0.14,5.1
1,Crime,0.14,5.1
0,Biography,0.02,7.0
1,Crime,0.02,7.0
2,Drama,0.02,7.0
3,History,0.02,7.0
4,Thriller,0.02,7.0
0,Horror,0.19,4.0
1,Thriller,0.19,4.0
0,Drama,0.13,7.3
0,Drama,0.29,6.8
1,Sport,0.29,6.8
0,Crime,0.12,7.0
1,Drama,0.12,7.0
2,History,0.12,7.0
0,Biography,0.11,7.1
1,Drama,0.11,7.1
2,Sport,0.11,7.1
0,Biography,0.12,6.9
1,Drama,0.12,6.9
2,History,0.12,6.9
0,Action,0.11,7.3
1,Adventure,0.11,7.3
2,Comedy,0.11,7.3
3,Fantasy,0.11,7.3
0,Drama,0.14,8.2
1,Sport,0.14,8.2
0,Biography,0.11,7.1
1,Drama,0.11,7.1
2,Thriller,0.11,7.1
3,War,0.11,7.1
0,Drama,0.11,7.7
1,History,0.11,7.7
2,War,0.11,7.7
0,Drama,0.11,6.5
1,War,0.11,6.5
0,Drama,0.11,4.9
1,Music,0.11,4.9
2,Mystery,0.11,4.9
3,Romance,0.11,4.9
4,Thriller,0.11,4.9
0,Drama,0.1,6.4
1,Mystery,0.1,6.4
2,Thriller,0.1,6.4
0,Horror,0.49,5.9
1,Thriller,0.49,5.9
0,Comedy,0.1,6.2
1,Drama,0.1,6.2
2,Romance,0.1,6.2
0,Action,0.1,5.8
1,Drama,0.1,5.8
2,Thriller,0.1,5.8
0,Comedy,0.07,6.7
1,Drama,0.07,6.7
0,Action,0.09,5.9
1,Crime,0.09,5.9
2,Drama,0.09,5.9
3,Thriller,0.09,5.9
0,Adventure,0.0,7.3
1,Drama,0.0,7.3
0,Action,0.06,4.1
1,Comedy,0.06,4.1
2,Crime,0.06,4.1
3,Drama,0.06,4.1
4,Thriller,0.06,4.1
0,Comedy,0.06,4.9
1,Romance,0.06,4.9
0,Biography,0.05,7.9
1,Drama,0.05,7.9
2,Sport,0.05,7.9
0,Action,0.34,5.6
1,Adventure,0.34,5.6
2,Crime,0.34,5.6
3,Drama,0.34,5.6
4,Thriller,0.34,5.6
0,Action,0.04,5.2
1,Comedy,0.04,5.2
2,Sci-Fi,0.04,5.2
0,Comedy,0.04,4.1
1,Crime,0.04,4.1
0,Drama,0.03,6.6
1,Mystery,0.03,6.6
2,Sci-Fi,0.03,6.6
3,Thriller,0.03,6.6
0,Action,0.02,2.9
1,Adventure,0.02,2.9
2,Fantasy,0.02,2.9
3,Horror,0.02,2.9
0,Crime,0.01,6.5
1,Drama,0.01,6.5
2,Mystery,0.01,6.5
3,Thriller,0.01,6.5
0,Biography,0.01,7.2
1,Drama,0.01,7.2
2,Sport,0.01,7.2
0,Drama,0.01,6.8
0,Crime,0.0,7.8
1,Drama,0.0,7.8
2,Mystery,0.0,7.8
3,Romance,0.0,7.8
0,Crime,0.02,6.7
1,Drama,0.02,6.7
0,Comedy,0.0,5.7
1,Drama,0.0,5.7
2,Romance,0.0,5.7
3,Sport,0.0,5.7
0,Crime,0.17,5.3
1,Drama,0.17,5.3
2,Thriller,0.17,5.3
0,Action,0.0,6.5
1,Drama,0.0,6.5
0,Drama,0.35,7.7
1,Romance,0.35,7.7
0,Adventure,0.01,6.1
1,Drama,0.01,6.1
0,Adventure,1.1,7.3
1,Comedy,1.1,7.3
2,Sci-Fi,1.1,7.3
0,Drama,0.7,7.2
1,Sport,0.7,7.2
0,Action,0.29,5.3
1,Crime,0.29,5.3
2,Sport,0.29,5.3
3,Thriller,0.29,5.3
0,Horror,1.01,6.1
1,Mystery,1.01,6.1
0,Action,0.02,5.8
1,Drama,0.02,5.8
2,Western,0.02,5.8
0,Comedy,0.65,5.7
1,Romance,0.65,5.7
0,Comedy,0.57,6.7
1,Crime,0.57,6.7
0,Drama,0.8,6.5
1,Music,0.8,6.5
2,Romance,0.8,6.5
0,Comedy,0.75,7.2
0,Comedy,0.42,7.6
1,Drama,0.42,7.6
2,Fantasy,0.42,7.6
0,Horror,0.4,4.6
1,Mystery,0.4,4.6
0,Comedy,0.33,6.9
1,Drama,0.33,6.9
2,Romance,0.33,6.9
0,Comedy,0.31,6.6
1,Romance,0.31,6.6
0,Comedy,0.25,6.3
1,Crime,0.25,6.3
2,Drama,0.25,6.3
0,Comedy,0.32,6.2
1,War,0.32,6.2
0,Action,0.0,5.3
1,Comedy,0.0,5.3
2,Crime,0.0,5.3
3,Thriller,0.0,5.3
0,Biography,0.29,7.3
1,Drama,0.29,7.3
0,Comedy,0.17,5.6
1,Romance,0.17,5.6
0,Adventure,0.16,6.2
1,Comedy,0.16,6.2
2,Family,0.16,6.2
3,Fantasy,0.16,6.2
4,Music,0.16,6.2
5,Sci-Fi,0.16,6.2
0,Adventure,0.13,5.2
1,Family,0.13,5.2
2,Fantasy,0.13,5.2
3,Music,0.13,5.2
4,Musical,0.13,5.2
0,Comedy,0.12,5.3
1,Sport,0.12,5.3
0,Comedy,0.08,5.4
1,Drama,0.08,5.4
2,Sport,0.08,5.4
0,Comedy,0.1,4.9
1,Romance,0.1,4.9
0,Comedy,0.25,5.5
1,Horror,0.25,5.5
0,Biography,0.06,6.7
1,Drama,0.06,6.7
2,Music,0.06,6.7
3,Musical,0.06,6.7
0,Action,0.01,7.2
1,Adventure,0.01,7.2
2,Animation,0.01,7.2
3,Comedy,0.01,7.2
4,Fantasy,0.01,7.2
0,Drama,0.0,5.1
1,Romance,0.0,5.1
0,Action,0.23,6.5
1,Crime,0.23,6.5
2,Drama,0.23,6.5
3,Thriller,0.23,6.5
0,Adventure,0.05,8.2
1,Animation,0.05,8.2
2,Family,0.05,8.2
3,Fantasy,0.05,8.2
0,Adventure,0.76,7.7
1,Comedy,0.76,7.7
2,Horror,0.76,7.7
3,Sci-Fi,0.76,7.7
0,Action,2.18,7.2
1,Adventure,2.18,7.2
2,Drama,2.18,7.2
3,Romance,2.18,7.2
0,Comedy,1.61,6.1
1,Sport,1.61,6.1
0,Action,2.9,8.8
1,Adventure,2.9,8.8
2,Fantasy,2.9,8.8
3,Sci-Fi,2.9,8.8
0,Action,0.66,6.8
1,Comedy,0.66,6.8
2,Crime,0.66,6.8
3,Drama,0.66,6.8
4,Thriller,0.66,6.8
0,Comedy,0.87,6.8
1,Crime,0.87,6.8
0,Horror,0.53,6.7
1,Thriller,0.53,6.7
0,Drama,0.41,7.1
0,Horror,0.39,7.1
1,Sci-Fi,0.39,7.1
0,Comedy,0.27,6.1
1,Romance,0.27,6.1
0,Drama,0.26,8.0
1,Romance,0.26,8.0
2,Sci-Fi,0.26,8.0
0,Biography,0.16,7.5
1,Comedy,0.16,7.5
2,Drama,0.16,7.5
3,Sport,0.16,7.5
0,Mystery,0.22,6.6
1,Thriller,0.22,6.6
0,Adventure,0.0,5.4
1,Family,0.0,5.4
2,Fantasy,0.0,5.4
0,Comedy,0.19,6.1
1,Drama,0.19,6.1
0,Comedy,0.12,6.1
1,Romance,0.12,6.1
0,Comedy,0.13,5.6
1,Crime,0.13,5.6
0,Action,0.19,5.8
1,Thriller,0.19,5.8
0,Adventure,0.21,2.8
1,Horror,0.21,2.8
2,Thriller,0.21,2.8
0,Drama,0.13,6.7
0,Biography,0.12,5.1
1,Comedy,0.12,5.1
2,Drama,0.12,5.1
3,Family,0.12,5.1
4,Sport,0.12,5.1
0,Drama,0.11,7.2
1,Romance,0.11,7.2
0,Action,0.07,6.0
1,Crime,0.07,6.0
2,Drama,0.07,6.0
3,Thriller,0.07,6.0
4,Western,0.07,6.0
0,Biography,0.06,6.7
1,Drama,0.06,6.7
0,Comedy,0.03,6.2
1,Drama,0.03,6.2
2,Romance,0.03,6.2
0,Drama,0.16,6.2
0,Fantasy,0.72,6.8
1,Horror,0.72,6.8
0,Adventure,0.38,7.1
1,Comedy,0.38,7.1
2,Sci-Fi,0.38,7.1
0,Drama,0.04,7.1
1,War,0.04,7.1
0,Drama,2.18,7.0
1,Fantasy,2.18,7.0
2,Romance,2.18,7.0
3,Thriller,2.18,7.0
0,Comedy,1.76,7.1
1,Romance,1.76,7.1
0,Comedy,1.45,6.4
1,Drama,1.45,6.4
2,Family,1.45,6.4
3,Fantasy,1.45,6.4
0,Drama,0.76,7.0
1,Family,0.76,7.0
2,Sport,0.76,7.0
0,Comedy,0.91,6.2
1,Family,0.91,6.2
2,Sport,0.91,6.2
0,Drama,0.71,7.5
1,Romance,0.71,7.5
0,Comedy,0.56,4.8
1,Sci-Fi,0.56,4.8
0,Comedy,0.54,7.3
1,Drama,0.54,7.3
0,Action,0.51,5.8
1,Crime,0.51,5.8
2,Drama,0.51,5.8
3,Mystery,0.51,5.8
4,Thriller,0.51,5.8
0,Drama,0.4,7.6
0,Biography,0.6,5.6
1,Drama,0.6,5.6
2,History,0.6,5.6
0,Action,0.51,7.0
1,Fantasy,0.51,7.0
2,Thriller,0.51,7.0
0,Drama,0.36,6.6
1,Thriller,0.36,6.6
0,Comedy,0.33,6.5
1,Crime,0.33,6.5
2,Drama,0.33,6.5
3,Thriller,0.33,6.5
0,Biography,0.26,7.4
1,Drama,0.26,7.4
2,Romance,0.26,7.4
0,Comedy,0.22,4.6
0,Comedy,0.31,6.4
1,Drama,0.31,6.4
0,Drama,0.06,6.0
1,Horror,0.06,6.0
2,Sci-Fi,0.06,6.0
3,Thriller,0.06,6.0
0,Comedy,0.19,5.9
1,Crime,0.19,5.9
2,Romance,0.19,5.9
